time,biomass,nutrient,temperature,light,nutrient_rate,light_level,heater_power,DO
217.0,43.534277223566306,92.23286138821685,30.188498,100.0,0.5,100.0,200.0,0.24959685924306937
218.0,43.78103575763613,92.60948212118193,30.212402,100.0,0.5,100.0,200.0,0.24675853406982742
219.0,44.02491725159934,92.98754137420032,30.236305,100.0,0.5,100.0,200.0,0.2438814939632079
220.0,44.26588351294755,93.36705824352622,30.260208,100.0,0.5,100.0,200.0,0.24096626134820978
221.0,44.50389781241986,93.74805109379007,30.284111,100.0,0.5,100.0,200.0,0.23801429947230146
222.0,44.73892437221383,94.13053781389308,30.308014,100.0,0.5,100.0,200.0,0.23502655979397238
223.0,44.97092875348688,94.51453562325656,30.331917,100.0,0.5,100.0,200.0,0.23200438127304984
224.0,45.199877679019686,94.90006116049015,30.35582,100.0,0.5,100.0,200.0,0.22894892553280724
225.0,45.42573884935702,95.28713057532148,30.379723,100.0,0.5,100.0,200.0,0.22586117033733455
226.0,45.64848145032133,95.67575927483934,30.403625,100.0,0.5,100.0,200.0,0.2227426009643089
227.0,45.86807566172107,96.06596216913947,30.427528,100.0,0.5,100.0,200.0,0.21959421139974322
228.0,46.08449305089451,96.45775347455275,30.451431,100.0,0.5,100.0,200.0,0.21641738917343445
229.0,46.297706308190065,96.85114684590496,30.475334,100.0,0.5,100.0,200.0,0.21321325729555726
230.0,46.50768921111361,97.24615539444319,30.499237,100.0,0.5,100.0,200.0,0.20998290292354216
231.0,46.714416904071115,97.64279154796444,30.52314,100.0,0.5,100.0,200.0,0.20672769295750423
232.0,46.917865547399515,98.04106722630023,30.547043,100.0,0.5,100.0,200.0,0.20344864332840107
233.0,47.11801279649318,98.44099360175339,30.570946,100.0,0.5,100.0,200.0,0.20014724909366494
234.0,47.31483724799899,98.8425813760005,30.594849,100.0,0.5,100.0,200.0,0.1968244515058015
235.0,47.508318758719824,99.24584062064008,30.618752,100.0,0.5,100.0,200.0,0.19348151072083977
236.0,47.6984384883152,99.65078075584239,30.642654,100.0,0.5,100.0,200.0,0.1901197295953749
237.0,47.88517853577828,100.05741073211085,30.666557,100.0,0.5,100.0,200.0,0.186740047463084
238.0,48.06852246455645,100.46573876772176,30.69046,100.0,0.5,100.0,200.0,0.18334392877817368
239.0,48.2484549380267,100.87577253098664,30.714363,100.0,0.5,100.0,200.0,0.17993247347024482
240.0,48.42496163386865,101.28751918306565,30.738266,100.0,0.5,100.0,200.0,0.17650669584195208
241.0,48.59802960996064,101.70098519501965,30.762169,100.0,0.5,100.0,200.0,0.17306797609198912
242.0,48.76764684960934,102.11617657519531,30.786072,100.0,0.5,100.0,200.0,0.16961723964869818
243.0,48.93380275218814,102.53309862390591,30.809975,100.0,0.5,100.0,200.0,0.16615590257880306
244.0,49.09648771640101,102.95175614179948,30.833878,100.0,0.5,100.0,200.0,0.16268496421286444
245.0,49.25569313287498,103.37215343356249,30.85778,100.0,0.5,100.0,200.0,0.1592054164739717
246.0,49.41141166999392,103.79429416500302,30.881683,100.0,0.5,100.0,200.0,0.15571853711893366
247.0,49.5636371229463,104.21818143852684,30.905586,100.0,0.5,100.0,200.0,0.1522254529523787
248.0,49.712364343919255,104.64381782804037,30.92949,100.0,0.5,100.0,200.0,0.1487272209729576
249.0,49.85758931885642,105.0712053405718,30.953392,100.0,0.5,100.0,200.0,0.14522497493716438
250.0,49.99930894809945,105.50034552595028,30.977295,100.0,0.5,100.0,200.0,0.1417196292430289
251.0,50.13752133386879,105.9312393330656,31.001198,100.0,0.5,100.0,200.0,0.13821238576934072
252.0,50.27222594419132,106.36388702790434,31.025099,100.0,0.5,100.0,200.0,0.13470461032253175
253.0,50.40342279462522,106.79828860268739,31.049,100.0,0.5,100.0,200.0,0.13119685043390475
254.0,50.53111309729726,107.23444345135137,31.0729,100.0,0.5,100.0,200.0,0.1276903026720397
255.0,50.65529912403378,107.67235043798311,31.096802,100.0,0.5,100.0,200.0,0.12418602673652135
256.0,50.77598395933303,108.11200802033349,31.120703,100.0,0.5,100.0,200.0,0.12068483529925278
257.0,50.89317181154467,108.55341409422768,31.144604,100.0,0.5,100.0,200.0,0.11718785221163705
258.0,51.006867635120756,108.99656618243964,31.168505,100.0,0.5,100.0,200.0,0.11369582357608407
259.0,51.11707752913418,109.44146123543293,31.192406,100.0,0.5,100.0,200.0,0.11020989401342285
260.0,51.223808509995784,109.88809574500212,31.216307,100.0,0.5,100.0,200.0,0.10673098086160904
261.0,51.32706843366807,110.33646578316598,31.240208,100.0,0.5,100.0,200.0,0.10325992367228556
262.0,51.42686611345872,110.78656694327064,31.264109,100.0,0.5,100.0,200.0,0.09979767979065698
263.0,51.52321108894132,111.23839445552935,31.28801,100.0,0.5,100.0,200.0,0.09634497548259893
264.0,51.61611398424015,111.69194300787993,31.31191,100.0,0.5,100.0,200.0,0.09290289529882889
265.0,51.70558618917846,112.14720690541077,31.335812,100.0,0.5,100.0,200.0,0.08947220493831015
266.0,51.79163986699441,112.60418006650279,31.359713,100.0,0.5,100.0,200.0,0.08605367781594836
267.0,51.87428805032845,113.06285597483577,31.383614,100.0,0.5,100.0,200.0,0.08264818333404511
268.0,51.95354442902995,113.52322778548502,31.407515,100.0,0.5,100.0,200.0,0.07925637870149321
269.0,52.02942364455118,113.9852881777244,31.431416,100.0,0.5,100.0,200.0,0.07587921552123175
270.0,52.10194107763855,114.44902946118071,31.455317,100.0,0.5,100.0,200.0,0.07251743308737224
271.0,52.17111276716568,114.91444361641715,31.479218,100.0,0.5,100.0,200.0,0.06917168952712935
272.0,52.236955505999376,115.38152224700029,31.503119,100.0,0.5,100.0,200.0,0.06584273883369712
